,timestamp,date,activity
0,2003-11-25 09:00:00,2003-11-25,3
1,2003-11-25 09:01:00,2003-11-25,2
2,2003-11-25 09:02:00,2003-11-25,0
3,2003-11-25 09:03:00,2003-11-25,0
4,2003-11-25 09:04:00,2003-11-25,0
5,2003-11-25 09:05:00,2003-11-25,0
6,2003-11-25 09:06:00,2003-11-25,0
7,2003-11-25 09:07:00,2003-11-25,0
8,2003-11-25 09:08:00,2003-11-25,0
9,2003-11-25 09:09:00,2003-11-25,0
10,2003-11-25 09:10:00,2003-11-25,0
11,2003-11-25 09:11:00,2003-11-25,2
12,2003-11-25 09:12:00,2003-11-25,2
13,2003-11-25 09:13:00,2003-11-25,2
14,2003-11-25 09:14:00,2003-11-25,2
15,2003-11-25 09:15:00,2003-11-25,2
16,2003-11-25 09:16:00,2003-11-25,2
17,2003-11-25 09:17:00,2003-11-25,2
18,2003-11-25 09:18:00,2003-11-25,2
19,2003-11-25 09:19:00,2003-11-25,2
20,2003-11-25 09:20:00,2003-11-25,2
21,2003-11-25 09:21:00,2003-11-25,2
22,2003-11-25 09:22:00,2003-11-25,2
23,2003-11-25 09:23:00,2003-11-25,2
24,2003-11-25 09:24:00,2003-11-25,2
25,2003-11-25 09:25:00,2003-11-25,2
26,2003-11-25 09:26:00,2003-11-25,2
27,2003-11-25 09:27:00,2003-11-25,2
28,2003-11-25 09:28:00,2003-11-25,2
29,2003-11-25 09:29:00,2003-11-25,2
30,2003-11-25 09:30:00,2003-11-25,2
31,2003-11-25 09:31:00,2003-11-25,2
32,2003-11-25 09:32:00,2003-11-25,2
33,2003-11-25 09:33:00,2003-11-25,2
34,2003-11-25 09:34:00,2003-11-25,2
35,2003-11-25 09:35:00,2003-11-25,2
36,2003-11-25 09:36:00,2003-11-25,2
37,2003-11-25 09:37:00,2003-11-25,2
38,2003-11-25 09:38:00,2003-11-25,2
39,2003-11-25 09:39:00,2003-11-25,2
40,2003-11-25 09:40:00,2003-11-25,2
41,2003-11-25 09:41:00,2003-11-25,2
42,2003-11-25 09:42:00,2003-11-25,2
43,2003-11-25 09:43:00,2003-11-25,2
44,2003-11-25 09:44:00,2003-11-25,2
45,2003-11-25 09:45:00,2003-11-25,2
46,2003-11-25 09:46:00,2003-11-25,2
47,2003-11-25 09:47:00,2003-11-25,2
48,2003-11-25 09:48:00,2003-11-25,2
49,2003-11-25 09:49:00,2003-11-25,2
50,2003-11-25 09:50:00,2003-11-25,2
51,2003-11-25 09:51:00,2003-11-25,2
52,2003-11-25 09:52:00,2003-11-25,2
53,2003-11-25 09:53:00,2003-11-25,2
54,2003-11-25 09:54:00,2003-11-25,2
55,2003-11-25 09:55:00,2003-11-25,2
56,2003-11-25 09:56:00,2003-11-25,2
57,2003-11-25 09:57:00,2003-11-25,820
